-5.33E-06,0.9999983,-0.001309726,-0.001297704
-8.66E-05,0.99999394,-0.002338282,-0.00257761
-0.000681729,0.999994655,-0.001893003,-0.002577196
-0.001207454,0.999995111,-0.001311453,-0.002569115
-0.001716281,0.999995214,-0.000663382,-0.002487086
-0.002229488,0.999994808,-4.66E-05,-0.002326085
-0.002469651,0.999994687,0.000495857,-0.002068969
-0.002674512,0.999994461,0.000918307,-0.001755321
-0.00293611,0.999993072,0.001504294,-0.001723752
-0.003203634,0.999991102,0.00216623,-0.001685202
-0.003477485,0.999989495,0.002540128,-0.001570019
-0.003735701,0.999988657,0.002573664,-0.001451458
-0.003842474,0.999988109,0.002688473,-0.001337751
-0.003949304,0.99998751,0.002808877,-0.001222116
-0.004062479,0.999986863,0.002922055,-0.001109654
-0.004172543,0.999986185,0.003037948,-0.000995307
-0.004283101,0.999985473,0.003152495,-0.000878266
-0.004392656,0.999984719,0.00326863,-0.000763383
-0.004501745,0.999983927,0.003385493,-0.000647465
-0.004613373,0.999983092,0.003499981,-0.000532205
-0.004721974,0.999982232,0.003614558,-0.000415619
-0.004831055,0.999981341,0.003726928,-0.000298872
-0.004939161,0.999980413,0.00384002,-0.000182664
-0.005050849,0.999979429,0.003952915,-6.72E-05
-0.005161442,0.999978413,0.004065719,5.00E-05
-0.005271246,0.999977361,0.00417897,0.000163864
-0.005384971,0.999976238,0.004295044,0.000278092
-0.005495582,0.999975105,0.004408284,0.00039273
-0.005605902,0.999973932,0.004522448,0.000506982
-0.005715525,0.999972732,0.004635385,0.000617409
-0.005827052,0.999971484,0.004747569,0.00073298
-0.005937761,0.999970201,0.004860149,0.000847906
-0.006048611,0.999968866,0.004975441,0.000962318
-0.006159258,0.999967506,0.005088905,0.001074068
-0.006268371,0.999966106,0.005203377,0.001191273
-0.00638136,0.999964661,0.005314744,0.001306994
-0.006489994,0.9999632,0.005428231,0.00141912
-0.006599817,0.999961669,0.005545325,0.001534035
-0.006710492,0.99996011,0.005659816,0.001647331
-0.006820892,0.999958541,0.005769246,0.001762563
-0.006931463,0.999956898,0.005884469,0.001878597
-0.007044245,0.999955208,0.005999334,0.001992047
-0.007155644,0.999953494,0.006113341,0.002105627
-0.007264506,0.99995177,0.006225401,0.002220249
-0.007375592,0.99994998,0.006339274,0.002334787
-0.007486931,0.999948148,0.006453789,0.002448427
-0.007599935,0.99994627,0.006568299,0.002560436
-0.007709819,0.999944373,0.00668385,0.002671329
-0.007821256,0.999942438,0.006797727,0.002782102
-0.007932257,0.999940432,0.006914455,0.002898541
-0.008043774,0.999938416,0.007027912,0.003011734
-0.008154811,0.999936381,0.007139243,0.003124927
-0.008266751,0.999934274,0.007254177,0.003238049
-0.00837848,0.999932141,0.007366914,0.003353054
-0.00849065,0.999929982,0.007478681,0.003465454
-0.008604485,0.999927756,0.007591673,0.003579431
-0.008712666,0.999925533,0.007705796,0.003693108
-0.008825779,0.999923264,0.007817206,0.003803099
-0.008939549,0.999920929,0.007929993,0.003916026
-0.009051583,0.999918543,0.008045568,0.004030476
-0.009162632,0.999916117,0.008162864,0.004143887
-0.009278075,0.999913641,0.008276283,0.004258151
-0.009386757,0.999911206,0.008387947,0.004371669
-0.009500631,0.99990867,0.008501608,0.004484633
-0.009615436,0.999906077,0.008616378,0.004597661
-0.009726809,0.999903474,0.008732682,0.004708833
-0.009840215,0.999900814,0.008847316,0.004822562
-0.009957469,0.99989812,0.00895668,0.004937256
-0.010068251,0.999895446,0.009067677,0.005050138
-0.010183291,0.999892697,0.009180089,0.005159507
-0.010295493,0.999889925,0.009292933,0.005270965
-0.01040986,0.999887072,0.009406844,0.005384183
-0.010521111,0.999884225,0.009520904,0.005495058
-0.01063548,0.999881284,0.009636414,0.00560744
-0.010751183,0.999878349,0.009747529,0.005717159
-0.010864008,0.999875363,0.009860505,0.005831227
-0.010975848,0.999872358,0.009973708,0.005943416
-0.011088047,0.999869314,0.010087032,0.006054863
-0.011200906,0.999866225,0.010200414,0.006166388
-0.01131154,0.999863091,0.010317262,0.006277135
-0.011426466,0.999859909,0.010431163,0.006386613
-0.011541522,0.999856691,0.010544349,0.006496671
-0.011654909,0.999853465,0.010656694,0.006606606
-0.011768521,0.999850171,0.010770072,0.006718921
-0.011880555,0.99984689,0.010881151,0.006830108
-0.011996128,0.999843514,0.010994784,0.006939437
-0.012107363,0.999840154,0.011106101,0.007052187
-0.012221447,0.999836765,0.011215775,0.007161448
-0.012334801,0.999833261,0.011332119,0.007272298
-0.012446389,0.999829767,0.011444888,0.007385064
-0.012560663,0.999826225,0.011557683,0.007494632
