166.0,63608.0,230.0,65512.0,65322.0,14.0,338.0,65532.0,64618.0,
372.0,63660.0,214.0,65453.0,65390.0,65507.0,
322.0,63774.0,198.0,62.0,65479.0,576.0,
124.0,63635.0,280.0,65507.0,99.0,227.0,
435.0,63663.0,65426.0,69.0,65424.0,278.0,
321.0,63485.0,280.0,65422.0,65434.0,318.0,
150.0,63659.0,159.0,8.0,46.0,552.0,
260.0,63745.0,94.0,65522.0,65350.0,446.0,
241.0,63694.0,141.0,27.0,65466.0,163.0,
364.0,63702.0,306.0,13.0,65379.0,548.0,
224.0,63759.0,200.0,65426.0,65369.0,456.0,661.0,65513.0,64827.0,
145.0,63736.0,119.0,104.0,65336.0,434.0,
276.0,63856.0,316.0,65434.0,29.0,432.0,
139.0,63568.0,402.0,65503.0,65362.0,519.0,
65519.0,63493.0,292.0,65514.0,25.0,355.0,
297.0,63631.0,171.0,65431.0,65466.0,463.0,
385.0,63683.0,93.0,77.0,65447.0,300.0,
146.0,63575.0,211.0,135.0,65467.0,398.0,
23.0,63476.0,374.0,65529.0,72.0,389.0,
223.0,63514.0,143.0,65457.0,65267.0,395.0,
275.0,63570.0,276.0,24.0,65466.0,344.0,669.0,65503.0,64805.0,
346.0,63661.0,288.0,65479.0,65341.0,278.0,
267.0,63584.0,281.0,6.0,65435.0,384.0,
65502.0,63614.0,288.0,63.0,35.0,192.0,
196.0,63730.0,253.0,147.0,65461.0,498.0,
196.0,63658.0,302.0,0.0,65364.0,215.0,
185.0,63658.0,252.0,110.0,65376.0,246.0,
54.0,63726.0,209.0,121.0,65403.0,486.0,
27.0,63485.0,86.0,65410.0,65396.0,432.0,
65452.0,63882.0,256.0,20.0,65462.0,556.0,
65517.0,63688.0,242.0,70.0,65491.0,784.0,670.0,65512.0,64818.0,
84.0,63474.0,390.0,65515.0,65258.0,590.0,
46.0,63469.0,172.0,39.0,113.0,339.0,
164.0,63502.0,93.0,65398.0,65438.0,550.0,
101.0,63442.0,242.0,113.0,65370.0,436.0,
65480.0,63404.0,322.0,65424.0,65355.0,98.0,
153.0,63625.0,20.0,42.0,29.0,441.0,
38.0,63592.0,221.0,65456.0,65524.0,767.0,
214.0,63552.0,320.0,65437.0,65415.0,378.0,
277.0,63494.0,324.0,65326.0,32.0,361.0,
194.0,63472.0,140.0,65482.0,65182.0,175.0,671.0,65501.0,64815.0,
68.0,63658.0,259.0,65509.0,65512.0,302.0,
143.0,63654.0,195.0,4.0,88.0,513.0,
134.0,63576.0,167.0,65503.0,65479.0,206.0,
114.0,63705.0,290.0,65505.0,65491.0,260.0,
165.0,63754.0,271.0,64.0,65301.0,678.0,
195.0,63496.0,365.0,65492.0,65512.0,466.0,
173.0,63370.0,428.0,65459.0,65496.0,453.0,
286.0,63352.0,292.0,65463.0,65305.0,322.0,
62.0,63458.0,366.0,92.0,20.0,514.0,
394.0,63510.0,336.0,19.0,240.0,691.0,667.0,65507.0,64811.0,
82.0,63674.0,269.0,95.0,247.0,483.0,
71.0,63542.0,400.0,65431.0,65390.0,484.0,
194.0,63482.0,306.0,31.0,65342.0,332.0,
65480.0,63554.0,339.0,65533.0,74.0,547.0,
62.0,63308.0,436.0,82.0,52.0,512.0,
65517.0,63500.0,375.0,65493.0,65442.0,473.0,
65391.0,63573.0,286.0,37.0,65466.0,150.0,
179.0,63779.0,359.0,65462.0,56.0,496.0,
79.0,63578.0,478.0,65528.0,65515.0,541.0,
65486.0,63675.0,250.0,65469.0,75.0,354.0,669.0,65505.0,64813.0,
65506.0,63337.0,397.0,65499.0,65441.0,518.0,
295.0,63740.0,277.0,65378.0,65437.0,508.0,
65519.0,63562.0,269.0,65429.0,65455.0,265.0,
155.0,63481.0,276.0,65439.0,79.0,546.0,
127.0,63546.0,416.0,65533.0,65358.0,586.0,
65454.0,63494.0,366.0,65415.0,141.0,186.0,
65401.0,63416.0,324.0,65490.0,65525.0,36.0,
248.0,63648.0,333.0,65521.0,65509.0,705.0,
167.0,63600.0,447.0,65504.0,65453.0,368.0,
65441.0,63535.0,141.0,65482.0,65389.0,270.0,669.0,65511.0,64813.0,
125.0,63567.0,131.0,65394.0,66.0,459.0,
377.0,63604.0,445.0,65299.0,107.0,210.0,
231.0,63334.0,344.0,65389.0,289.0,757.0,
0.0,63446.0,244.0,65523.0,13.0,477.0,
96.0,63519.0,381.0,65391.0,65308.0,509.0,
63.0,63526.0,272.0,76.0,65428.0,558.0,
80.0,63800.0,193.0,65492.0,97.0,317.0,
45.0,63802.0,526.0,65497.0,65469.0,559.0,
146.0,63592.0,393.0,65395.0,65363.0,196.0,
2.0,63537.0,342.0,65451.0,143.0,557.0,667.0,65505.0,64811.0,
169.0,63615.0,526.0,20.0,65223.0,735.0,
65458.0,63712.0,265.0,104.0,65520.0,698.0,
65471.0,63505.0,367.0,65459.0,83.0,344.0,
65342.0,63437.0,267.0,69.0,65410.0,130.0,
149.0,63517.0,161.0,1.0,65295.0,215.0,
65397.0,63573.0,336.0,1.0,65528.0,581.0,
65459.0,63510.0,280.0,71.0,65263.0,233.0,
108.0,63748.0,218.0,65519.0,65251.0,162.0,
167.0,63723.0,238.0,65490.0,65312.0,671.0,
65420.0,63366.0,236.0,1.0,54.0,441.0,674.0,65506.0,64810.0,
47.0,63705.0,413.0,41.0,65515.0,533.0,
65513.0,63519.0,325.0,65474.0,12.0,283.0,
5.0,63481.0,238.0,65348.0,65329.0,65433.0,
18.0,63505.0,472.0,65473.0,65504.0,487.0,
35.0,63888.0,393.0,37.0,4.0,382.0,
65445.0,63396.0,414.0,65499.0,65344.0,440.0,
123.0,63349.0,229.0,65327.0,65079.0,238.0,
18.0,63557.0,481.0,38.0,65340.0,319.0,
65500.0,63648.0,440.0,65411.0,11.0,610.0,
124.0,63655.0,179.0,65430.0,65420.0,245.0,674.0,65508.0,64814.0,
46.0,63535.0,255.0,65504.0,65501.0,593.0,
14.0,63547.0,127.0,9.0,134.0,225.0,
9.0,63755.0,356.0,65456.0,65376.0,549.0,
56.0,63598.0,164.0,66.0,65359.0,439.0,
32.0,63527.0,147.0,65412.0,65345.0,332.0,
82.0,63484.0,173.0,65535.0,65532.0,133.0,
65475.0,63602.0,126.0,65418.0,65424.0,582.0,
65.0,63673.0,38.0,32.0,65200.0,514.0,
43.0,63562.0,338.0,65360.0,65.0,193.0,
78.0,63506.0,283.0,65386.0,211.0,95.0,669.0,65505.0,64813.0,
147.0,63594.0,65493.0,65506.0,65481.0,489.0,
87.0,63547.0,356.0,65479.0,20.0,582.0,
78.0,63586.0,221.0,65446.0,149.0,364.0,
63.0,63635.0,215.0,34.0,65485.0,274.0,
168.0,63413.0,409.0,65497.0,65374.0,10.0,
111.0,63540.0,215.0,65395.0,77.0,517.0,
307.0,63656.0,166.0,86.0,65485.0,432.0,
88.0,63444.0,310.0,65398.0,67.0,447.0,
70.0,63558.0,93.0,65487.0,77.0,312.0,
76.0,63507.0,75.0,65514.0,220.0,632.0,674.0,65508.0,64814.0,
164.0,63560.0,208.0,65507.0,4.0,440.0,
65533.0,63617.0,312.0,23.0,65.0,392.0,
65467.0,63698.0,218.0,65503.0,65450.0,738.0,
152.0,63531.0,172.0,139.0,65241.0,230.0,
112.0,63589.0,348.0,65467.0,65479.0,256.0,
69.0,63579.0,196.0,14.0,59.0,273.0,
30.0,63686.0,279.0,65423.0,65483.0,616.0,
80.0,63657.0,255.0,65484.0,65369.0,256.0,
65480.0,63400.0,155.0,65534.0,40.0,347.0,
65425.0,63883.0,250.0,77.0,103.0,588.0,676.0,65508.0,64810.0,
91.0,63637.0,282.0,65508.0,65472.0,432.0,
65533.0,63561.0,103.0,65517.0,65431.0,493.0,
83.0,63738.0,166.0,65494.0,65522.0,143.0,
285.0,63692.0,185.0,65479.0,77.0,385.0,
65269.0,63670.0,325.0,108.0,50.0,575.0,
41.0,63519.0,328.0,139.0,19.0,237.0,
135.0,63260.0,339.0,19.0,65416.0,322.0,
90.0,63600.0,326.0,65404.0,65428.0,346.0,
14.0,63521.0,438.0,65371.0,42.0,593.0,
65455.0,63434.0,45.0,65519.0,19.0,404.0,676.0,65506.0,64810.0,
113.0,63503.0,522.0,65492.0,173.0,553.0,
171.0,63615.0,405.0,65505.0,8.0,454.0,
201.0,63470.0,351.0,66.0,3.0,338.0,
86.0,63709.0,157.0,33.0,24.0,893.0,
65508.0,63586.0,351.0,65496.0,34.0,233.0,
224.0,63484.0,400.0,65442.0,77.0,132.0,
54.0,63700.0,321.0,65520.0,122.0,534.0,
136.0,63655.0,550.0,65503.0,65288.0,280.0,
30.0,63527.0,145.0,93.0,65380.0,712.0,
124.0,63445.0,307.0,65467.0,51.0,306.0,666.0,65502.0,64806.0,
139.0,63520.0,199.0,65507.0,65236.0,65473.0,
146.0,63781.0,269.0,43.0,153.0,421.0,
156.0,63673.0,242.0,65505.0,277.0,423.0,
41.0,63573.0,438.0,65424.0,65494.0,353.0,
65426.0,63620.0,229.0,65443.0,68.0,192.0,
116.0,63589.0,215.0,65462.0,65407.0,567.0,
345.0,63702.0,100.0,65431.0,65318.0,184.0,
152.0,63474.0,279.0,65415.0,65401.0,579.0,
95.0,63545.0,269.0,65463.0,247.0,303.0,
156.0,63556.0,271.0,11.0,65391.0,338.0,672.0,65512.0,64810.0,
65442.0,63391.0,279.0,65432.0,125.0,575.0,
183.0,63438.0,312.0,52.0,65509.0,239.0,
58.0,63464.0,176.0,103.0,65488.0,10.0,
8.0,63693.0,294.0,20.0,65457.0,454.0,
65507.0,63650.0,203.0,65529.0,65477.0,328.0,
143.0,63676.0,247.0,65456.0,65421.0,31.0,
110.0,63340.0,79.0,74.0,20.0,383.0,
14.0,63672.0,579.0,65522.0,65530.0,65188.0,
53.0,63713.0,68.0,86.0,65465.0,796.0,
65460.0,63411.0,256.0,65511.0,65516.0,399.0,679.0,65513.0,64805.0,
54.0,63702.0,133.0,65390.0,65357.0,231.0,
65508.0,63827.0,241.0,65489.0,65414.0,422.0,
14.0,63337.0,149.0,65483.0,65439.0,336.0,
82.0,63462.0,385.0,65386.0,5.0,225.0,
65490.0,63667.0,110.0,65501.0,65448.0,492.0,
312.0,63320.0,231.0,65437.0,65279.0,441.0,
56.0,63583.0,163.0,65326.0,65379.0,207.0,
15.0,63552.0,176.0,65409.0,65387.0,534.0,
