0,0.01904297,-0.05224609,0.9780273,-0.9375,-1.25,0.875,0.2099609,0.03125,-0.4487305
0.010416667,0.01904297,-0.05224609,0.9780273,-0.9375,-1.25,0.875,0.2099609,0.03125,-0.4487305
0.020833333,0.01904297,-0.06787109,0.9975586,-0.9375,-1.875,0.25,0.2099609,0.03125,-0.4487305
0.03125,0.02685547,-0.03271484,0.9897461,-1.3125,-2,0.125,0.2148438,0.04101563,-0.4536133
0.041666667,0.003417969,-0.03271484,0.9936523,-1.75,-2.125,0,0.2148438,0.04101563,-0.4536133
0.052083333,0,-0.009277344,1.020508,-1.5625,-2.3125,-0.1875,0.2148438,0.04101563,-0.4536133
0.0625,-0.00390625,-0.02880859,1.020508,-1.25,-2.1875,-0.0625,0.2148438,0.04101563,-0.4536133
0.072916667,0.01123047,-0.03271484,1.001465,-1,-1.9375,-0.0625,0.2148438,0.04101563,-0.4536133
0.083333333,-0.0078125,-0.04443359,1.009277,-0.8125,-1.6875,0.0625,0.2148438,0.04101563,-0.4536133
0.09375,0.01513672,-0.03271484,1.001465,-0.625,-1.3125,0,0.2148438,0.04101563,-0.4536133
0.104166667,0.007324219,-0.03271484,0.9819336,-0.875,-1.0625,0.375,0.2124023,0.03857422,-0.4384766
0.114583333,0.003417969,-0.02490234,1.005371,-0.8125,-0.625,0.4375,0.2124023,0.03857422,-0.4384766
0.125,-0.00390625,-0.05615234,1.012695,-1.1875,-0.625,0.625,0.2124023,0.03857422,-0.4384766
0.135416667,0.02294922,-0.04052734,1.009277,-1.4375,-0.6875,0.625,0.2050781,0.03125,-0.4384766
0.145833333,0,-0.05224609,0.9858398,-1.625,-1.0625,0.8125,0.2050781,0.03125,-0.4384766
0.15625,0.03076172,-0.04052734,0.9936523,-1.625,-1,0.6875,0.2050781,0.03125,-0.4384766
0.166666667,0.01904297,-0.06005859,0.9897461,-2,-0.875,0.625,0.2050781,0.03125,-0.4384766
0.177083333,0.01904297,-0.04443359,1.005371,-2.6875,-1.1875,0.625,0.2099609,0.03857422,-0.4414063
0.1875,0.02294922,-0.06005859,1.009277,-2.875,-1.3125,0.625,0.2099609,0.03857422,-0.4414063
0.197916667,0.007324219,-0.03271484,1.001465,-3.125,-1.375,0.875,0.2099609,0.03857422,-0.4414063
0.208333333,0.02685547,-0.06787109,1.005371,-2.875,-1.9375,0.75,0.2021484,0.02587891,-0.4438477
0.21875,0.03515625,-0.06005859,0.9741211,-2.75,-2.375,0.5625,0.2021484,0.02587891,-0.4438477
0.229166667,0.02294922,-0.04443359,0.9858398,-2.5,-2.75,0.75,0.2021484,0.02587891,-0.4438477
0.239583333,0.01123047,-0.05224609,1.005371,-2.25,-3.125,0.8125,0.2021484,0.02587891,-0.4438477
0.25,-0.00390625,-0.05224609,1.001465,-2.125,-3,1.0625,0.2021484,0.02587891,-0.4438477
0.260416667,0.02294922,-0.05224609,1.005371,-2.0625,-2.5,1.1875,0.2021484,0.02587891,-0.4438477
0.270833333,0.003417969,-0.05224609,1.001465,-2.125,-2.3125,1.4375,0.2021484,0.02587891,-0.4438477
0.28125,0.01904297,-0.04833984,1.001465,-2.125,-2,1.1875,0.2148438,0.03613281,-0.4462891
0.291666667,0.01123047,-0.03662109,1.005371,-2.125,-1.5625,0.75,0.2148438,0.03613281,-0.4462891
0.302083333,0.003417969,-0.05615234,0.9858398,-1.625,-1.3125,0.3125,0.2148438,0.03613281,-0.4462891
0.3125,0.01513672,-0.02880859,0.9741211,-1.3125,-0.625,0.125,0.2124023,0.03125,-0.4360352
0.322916667,0.01904297,-0.04052734,1.001465,-1.625,-0.5625,0.0625,0.2124023,0.03125,-0.4360352
0.333333333,-0.0078125,-0.04443359,1.001465,-1.3125,-0.375,-0.375,0.2124023,0.03125,-0.4360352
0.34375,0.003417969,-0.05615234,0.9936523,-1.5,0.125,-0.125,0.2124023,0.03125,-0.4360352
