0,0,9.80992,1.5706374,0,0,27.5394808,-2.3437856,-16.113526
0,0.01437,9.80992,1.5706374,0,0,27.5394808,-2.4902722,-16.113526
0,0.03353,9.80992,1.5706374,0,0,27.5394808,-2.4902722,-16.113526
0,0.0479,9.80992,1.5706374,0,0,27.5394808,-2.4902722,-16.113526
0,0.06227,9.80992,1.5706374,0,0,27.5394808,-2.4902722,-16.113526
0,0.08143,9.80992,1.5706374,0,0,27.5394808,-2.4902722,-16.113526
0,0.0958,9.80992,1.5706374,0,0,27.5394808,-2.6367588,-16.113526
0,0.11017,9.80992,1.5706374,0,0,27.5394808,-2.6367588,-16.113526
0,0.12933,9.80992,1.5706374,0,0,27.5394808,-2.6367588,-16.113526
0,0.1437,9.80992,1.5706374,0,0,27.5394808,-2.6367588,-16.113526
0,0.16286,9.80992,1.5706374,0,0,27.5394808,-2.6367588,-16.113526
0,0.17723,9.80992,1.5706374,0,0,27.5394808,-2.6367588,-15.9670394
0,0.1916,9.80992,1.5706374,0,0,27.5394808,-2.7832454,-15.9670394
0,0.21076,9.80992,1.5706374,0,0,27.5394808,-2.7832454,-15.9670394
0,0.22513,9.80513,1.5706374,0,0,27.5394808,-2.7832454,-15.9670394
0,0.2395,9.80513,1.5706374,0,0,27.5394808,-2.7832454,-15.9670394
0,0.25866,9.80513,1.5706374,0,0,27.5394808,-2.7832454,-15.9670394
0,0.27303,9.80513,1.5706374,0,0,27.5394808,-2.929732,-15.9670394
0,0.2874,9.80513,1.5706374,0,0,27.5394808,-2.929732,-15.9670394
0,0.30656,9.80513,1.5706374,0,0,27.5394808,-2.929732,-15.9670394
0,0.32093,9.80513,1.5706374,0,0,27.5394808,-2.929732,-15.9670394
0,0.3353,9.80513,1.5706374,0,0,27.5394808,-2.929732,-15.9670394
0,0.35446,9.80513,1.5706374,0,0,27.5394808,-2.929732,-15.9670394
0,0.36883,9.80513,1.5706374,0,0,27.5394808,-3.0762186,-15.9670394
0,0.3832,9.80034,1.5706374,0,0,27.5394808,-3.0762186,-15.9670394
0,0.40236,9.80034,1.5706374,0,0,27.5394808,-3.0762186,-15.9670394
0,0.41673,9.80034,1.5706374,0,0,27.5394808,-3.0762186,-15.9670394
0,0.4311,9.80034,1.5706374,0,0,27.5394808,-3.0762186,-15.9670394
0,0.45026,9.80034,1.5706374,0,0,27.5394808,-3.2227052,-15.9670394
0,0.46463,9.80034,1.5706374,0,0,27.5394808,-3.2227052,-15.9670394
0,0.479,9.80034,1.5706374,0,0,27.5394808,-3.2227052,-15.9670394
0,0.49816,9.79555,1.5706374,0,0,27.5394808,-3.2227052,-15.9670394
0,0.51253,9.79555,1.5706374,0,0,27.5394808,-3.2227052,-15.9670394
0,0.53169,9.79555,1.5706374,0,0,27.5394808,-3.2227052,-15.9670394
0,0.54606,9.79555,1.5706374,0,0,27.5394808,-3.3691918,-15.9670394
0,0.56043,9.79555,1.5706374,0,0,27.5394808,-3.3691918,-15.9670394
0,0.57959,9.79076,1.5706374,0,0,27.5394808,-3.3691918,-15.9670394
0,0.59396,9.79076,1.5706374,0,0,27.5394808,-3.3691918,-15.9670394
0,0.60833,9.79076,1.5706374,0,0,27.5394808,-3.3691918,-15.9670394
0,0.62749,9.79076,1.5706374,0,0,27.5394808,-3.3691918,-15.9670394
0,0.64186,9.79076,1.5706374,0,0,27.5394808,-3.5156784,-15.8205528
0,0.65623,9.78597,1.5706374,0,0,27.5394808,-3.5156784,-15.8205528
0,0.67539,9.78597,1.5706374,0,0,27.5394808,-3.5156784,-15.8205528
0,0.68976,9.78597,1.5706374,0,0,27.5394808,-3.5156784,-15.8205528
0,0.70413,9.78597,1.5706374,0,0,27.5394808,-3.5156784,-15.8205528
0,0.72329,9.78118,1.5706374,0,0,27.5394808,-3.662165,-15.8205528
0,0.73766,9.78118,1.5706374,0,0,27.5394808,-3.662165,-15.8205528
0,0.75203,9.78118,1.5706374,0,0,27.5394808,-3.662165,-15.8205528
0,0.77119,9.78118,1.5706374,0,0,27.5394808,-3.662165,-15.8205528
0,0.78556,9.77639,1.5706374,0,0,27.5394808,-3.662165,-15.8205528
